,id,username,date,retweet
7267,1355348890350829574,radioelshinta,2021-01-30,
7269,1355079006677159947,radioelshinta,2021-01-29,
7270,1354992838518292482,radioelshinta,2021-01-29,
7272,1354974015958306824,radioelshinta,2021-01-29,
7273,1354911377375170561,radioelshinta,2021-01-29,
7274,1354759287201959936,radioelshinta,2021-01-28,
7277,1354621764098170891,radioelshinta,2021-01-28,
7279,1354454441383010305,radioelshinta,2021-01-27,
7281,1354348260027027458,radioelshinta,2021-01-27,
7282,1354281358625959936,radioelshinta,2021-01-27,
7285,1353984775980085249,radioelshinta,2021-01-26,
7286,1353588401795067904,radioelshinta,2021-01-25,
7289,1353530683428200448,radioelshinta,2021-01-25,
7292,1353313503071793155,radioelshinta,2021-01-24,
7293,1353295214719320064,radioelshinta,2021-01-24,
7294,1353281443984678912,radioelshinta,2021-01-24,
7295,1353266249749254144,radioelshinta,2021-01-24,
7296,1353213372347518976,radioelshinta,2021-01-24,@Imociro
7298,1353015967991828480,radioelshinta,2021-01-23,
7299,1352932700848492545,radioelshinta,2021-01-23,
7312,1351896009274650632,radioelshinta,2021-01-20,@mistermisterNO
7323,1350809748526952449,radioelshinta,2021-01-17,@f_indryani
7337,1349892373568913408,radioelshinta,2021-01-15,@rhinocerosandro
7340,1349703619453456384,radioelshinta,2021-01-14,@andrysyachroni
7345,1349629826315894785,radioelshinta,2021-01-14,@clearholder88
7416,1346776563358994433,radioelshinta,2021-01-06,
7419,1346724451056979969,radioelshinta,2021-01-06,
7421,1346702276128169984,radioelshinta,2021-01-06,
7424,1346631425185890304,radioelshinta,2021-01-06,
7425,1346624475270266880,radioelshinta,2021-01-06,
7426,1346621506172846080,radioelshinta,2021-01-06,
7428,1346536008418951168,radioelshinta,2021-01-06,
7430,1346374992133410817,radioelshinta,2021-01-05,
7431,1346326537096708096,radioelshinta,2021-01-05,
7432,1346312654650974208,radioelshinta,2021-01-05,
7434,1346250130471620610,radioelshinta,2021-01-05,
7437,1346022567396556800,radioelshinta,2021-01-04,
7438,1345957076556603393,radioelshinta,2021-01-04,
7441,1345918259095248897,radioelshinta,2021-01-04,
7445,1345669237327630336,radioelshinta,2021-01-03,
7446,1345271445459324930,radioelshinta,2021-01-02,
7450,1344922775836786692,radioelshinta,2021-01-01,
7451,1344914426747441158,radioelshinta,2021-01-01,
7452,1344817286335533056,radioelshinta,2021-01-01,@eriestoctavist
7453,1344622905716445184,radioelshinta,2020-12-31,@sbyfess
7455,1344567608318672898,radioelshinta,2020-12-31,@sbyfess
7456,1344549327985754112,radioelshinta,2020-12-31,
7457,1344530243998994433,radioelshinta,2020-12-31,
7458,1344520677907263488,radioelshinta,2020-12-31,
7460,1344518848981078016,radioelshinta,2020-12-31,
7461,1344510750711169024,radioelshinta,2020-12-31,
7463,1344206073947848705,radioelshinta,2020-12-30,
7464,1344159065111285762,radioelshinta,2020-12-30,
7465,1343923573061107717,radioelshinta,2020-12-29,
7466,1343912624388333573,radioelshinta,2020-12-29,
7467,1343701706605953025,radioelshinta,2020-12-29,
7468,1343570114004729859,radioelshinta,2020-12-28,
7470,1343448090070589440,radioelshinta,2020-12-28,
7472,1343203107409338369,radioelshinta,2020-12-27,
7473,1343119246004404225,radioelshinta,2020-12-27,
7474,1343088653933760512,radioelshinta,2020-12-27,
7475,1342787575728152577,radioelshinta,2020-12-26,
7481,1340465770535370753,radioelshinta,2020-12-20,
7486,1339850956108787712,radioelshinta,2020-12-18,
7487,1339560635751751682,radioelshinta,2020-12-17,
7492,1339345032063537152,radioelshinta,2020-12-17,@ElshintaSby
7493,1339317179641053185,radioelshinta,2020-12-17,
7494,1339271813990211584,radioelshinta,2020-12-17,
7496,1339240529758842880,radioelshinta,2020-12-16,
7497,1339234950600564738,radioelshinta,2020-12-16,
7499,1339119883167002635,radioelshinta,2020-12-16,
7500,1338999961741000704,radioelshinta,2020-12-16,
7553,1335595170348208128,radioelshinta,2020-12-06,@nurmiafiatun
7623,1326243226450333698,radioelshinta,2020-11-11,
7630,1324700691927977985,radioelshinta,2020-11-06,
7633,1324156767333355520,radioelshinta,2020-11-05,
7638,1323433803386216451,radioelshinta,2020-11-03,
7641,1323401070417043456,radioelshinta,2020-11-03,
7644,1323069828739989504,radioelshinta,2020-11-02,
7649,1321790110656995328,radioelshinta,2020-10-29,
7651,1321226640622407680,radioelshinta,2020-10-28,
7654,1320783446424211457,radioelshinta,2020-10-27,
7658,1320669504087552004,radioelshinta,2020-10-26,
7660,1320289385825234944,radioelshinta,2020-10-25,
7661,1320280656148983808,radioelshinta,2020-10-25,
7662,1319983073170132992,radioelshinta,2020-10-24,
7663,1319842482088099845,radioelshinta,2020-10-24,
7673,1319297854553243649,radioelshinta,2020-10-22,
7675,1319213178979405825,radioelshinta,2020-10-22,@sbyfess
7676,1319099598116274176,radioelshinta,2020-10-22,@sbyfess
7677,1319099553191096320,radioelshinta,2020-10-22,@sbyfess
7679,1319081033757872132,radioelshinta,2020-10-22,@sbyfess
7681,1319050834332798976,radioelshinta,2020-10-22,
7682,1319033034029498368,radioelshinta,2020-10-22,@sbyfess
7688,1318707320440881153,radioelshinta,2020-10-21,@9GAG
7689,1318623318002462720,radioelshinta,2020-10-21,
7691,1318548615753859072,radioelshinta,2020-10-20,
7692,1318528436051214339,radioelshinta,2020-10-20,
7693,1318518576718950400,radioelshinta,2020-10-20,
7694,1318515754296201216,radioelshinta,2020-10-20,
7695,1318497408108564483,radioelshinta,2020-10-20,
7696,1318368877227593728,radioelshinta,2020-10-20,
7699,1318146540586766336,radioelshinta,2020-10-19,
7700,1318124293901840385,radioelshinta,2020-10-19,
7702,1318081426173014016,radioelshinta,2020-10-19,
7704,1318071423412285440,radioelshinta,2020-10-19,
7705,1318045826267033600,radioelshinta,2020-10-19,
7706,1318040426335653888,radioelshinta,2020-10-19,
7707,1317834865547517952,radioelshinta,2020-10-18,
7708,1317758396607520769,radioelshinta,2020-10-18,
7829,1298657708447432705,radioelshinta,2020-08-26,
7833,1298453035216072704,radioelshinta,2020-08-26,
7834,1298444285914705922,radioelshinta,2020-08-26,
7837,1298092674445008897,radioelshinta,2020-08-25,
7838,1298070075455356928,radioelshinta,2020-08-25,
7839,1297861023269941249,radioelshinta,2020-08-24,
7841,1297806496990814209,radioelshinta,2020-08-24,
7842,1297806165158457350,radioelshinta,2020-08-24,
7846,1297792821215129600,radioelshinta,2020-08-24,
7848,1297423877006491650,radioelshinta,2020-08-23,
7850,1297079811181916160,radioelshinta,2020-08-22,
7852,1296897538599968769,radioelshinta,2020-08-22,
7854,1296471792614289414,radioelshinta,2020-08-20,
7859,1295794863615557632,radioelshinta,2020-08-19,
7860,1295714849478053889,radioelshinta,2020-08-18,
7862,1294742881001906176,radioelshinta,2020-08-16,
7863,1294661529489436672,radioelshinta,2020-08-15,
7865,1294597257178656769,radioelshinta,2020-08-15,
7867,1294539377368997888,radioelshinta,2020-08-15,
7871,1294079184428347393,radioelshinta,2020-08-14,@bapaeta
7872,1293720969257787396,radioelshinta,2020-08-13,
7873,1293705100121108481,radioelshinta,2020-08-13,
7874,1293645719568441346,radioelshinta,2020-08-13,
7875,1293597016161832962,radioelshinta,2020-08-13,
7876,1293473500129239040,radioelshinta,2020-08-12,
7877,1293469681949450241,radioelshinta,2020-08-12,
7879,1293300280226766848,radioelshinta,2020-08-12,
7880,1293284943473152000,radioelshinta,2020-08-12,
7882,1293249551759892481,radioelshinta,2020-08-12,
7883,1293242891913932800,radioelshinta,2020-08-12,
7884,1293236409831051264,radioelshinta,2020-08-12,
7886,1293219530257252352,radioelshinta,2020-08-11,
7889,1293063970270539777,radioelshinta,2020-08-11,
7890,1293053823456403463,radioelshinta,2020-08-11,
7891,1293002379583877121,radioelshinta,2020-08-11,
7892,1293002202542272512,radioelshinta,2020-08-11,
7894,1293001808818786304,radioelshinta,2020-08-11,
7895,1292961166319210497,radioelshinta,2020-08-11,
7896,1292892041165205504,radioelshinta,2020-08-11,
7903,1291678668234743809,radioelshinta,2020-08-07,
7907,1291534816739909632,radioelshinta,2020-08-07,
7908,1291488599020408832,radioelshinta,2020-08-07,
7929,1378502235013832707,radioelshinta,2021-04-04,
7930,1377540484906713095,radioelshinta,2021-04-01,
7932,1377479187099910149,radioelshinta,2021-04-01,
7934,1376907472477167616,radioelshinta,2021-03-30,
7936,1376757679964647426,radioelshinta,2021-03-30,
7937,1376702854006771713,radioelshinta,2021-03-30,
7938,1376680060380270594,radioelshinta,2021-03-30,
7939,1376613881326407680,radioelshinta,2021-03-30,
7943,1375987719587827713,radioelshinta,2021-03-28,
7944,1375325818990198788,radioelshinta,2021-03-26,
7945,1375277072394899458,radioelshinta,2021-03-26,
7946,1375276905369235458,radioelshinta,2021-03-26,
7947,1375161813654904835,radioelshinta,2021-03-26,
7948,1375095030973489155,radioelshinta,2021-03-25,
7950,1374993644449529860,radioelshinta,2021-03-25,
7952,1374789359266795525,radioelshinta,2021-03-25,
7955,1374556584668372997,radioelshinta,2021-03-24,
7956,1374028119552630790,radioelshinta,2021-03-22,
7961,1373574055824084993,radioelshinta,2021-03-21,
7963,1373443372984070147,radioelshinta,2021-03-21,
7964,1373201590794944512,radioelshinta,2021-03-20,
7965,1373177854188396546,radioelshinta,2021-03-20,
7966,1373176252463419394,radioelshinta,2021-03-20,
7967,1373093903675531264,radioelshinta,2021-03-20,
7969,1373087350935359490,radioelshinta,2021-03-20,
7972,1372881425100275717,radioelshinta,2021-03-19,
7975,1372036601715462147,radioelshinta,2021-03-17,
7976,1371987681161318401,radioelshinta,2021-03-17,
8095,1361724521711996931,radioelshinta,2021-02-17,@sbyfess
8098,1361434611260170241,radioelshinta,2021-02-16,
8101,1360973122942300161,radioelshinta,2021-02-14,@sbyfess
8102,1360805307304144896,radioelshinta,2021-02-14,
8103,1360794580048744450,radioelshinta,2021-02-14,
8106,1360758938241691648,radioelshinta,2021-02-14,
8107,1360743762784178179,radioelshinta,2021-02-14,
8108,1360662523905626114,radioelshinta,2021-02-14,
8111,1360413609805766656,radioelshinta,2021-02-13,
8112,1360413549193928704,radioelshinta,2021-02-13,@sbyfess
8113,1360413479799148546,radioelshinta,2021-02-13,@sbyfess
8114,1360413349633134594,radioelshinta,2021-02-13,@sbyfess
8115,1360402580027842560,radioelshinta,2021-02-13,@sbyfess
8117,1359959139754119169,radioelshinta,2021-02-12,@SsstMynameindra
8118,1359793074642120704,radioelshinta,2021-02-11,@sbyfess
8119,1359722949725491203,radioelshinta,2021-02-11,@Sahabat_Bangsa
8120,1359578883905835012,radioelshinta,2021-02-11,
8121,1359526790289448963,radioelshinta,2021-02-10,
8123,1359329167439921153,radioelshinta,2021-02-10,@sbyfess
8124,1358470436867088384,radioelshinta,2021-02-08,
8126,1358342948551753730,radioelshinta,2021-02-07,
8128,1357744277070123008,radioelshinta,2021-02-06,
8129,1357131518188027905,radioelshinta,2021-02-04,
8130,1357003008278556673,radioelshinta,2021-02-03,
8131,1356740818103529472,radioelshinta,2021-02-03,
8132,1356453994617397253,radioelshinta,2021-02-02,
8134,1356206084130672643,radioelshinta,2021-02-01,
8136,1356107168601100296,radioelshinta,2021-02-01,@sbyfess
8141,1356085267845705729,radioelshinta,2021-02-01,
8142,1355846832518090755,radioelshinta,2021-01-31,@satiapratiwi
8144,1355703305247154176,radioelshinta,2021-01-31,@codingfess
8145,1355599159911469066,radioelshinta,2021-01-31,@codingfess
8146,1355583362824425475,radioelshinta,2021-01-31,@codingfess
8148,1355348890350829574,radioelshinta,2021-01-30,@sbyfess
8150,1355079006677159947,radioelshinta,2021-01-29,
8151,1354992838518292482,radioelshinta,2021-01-29,@sbyfess
8153,1354974015958306824,radioelshinta,2021-01-29,
8154,1354911377375170561,radioelshinta,2021-01-29,@sbyfess
8155,1354759287201959936,radioelshinta,2021-01-28,
8158,1354621764098170891,radioelshinta,2021-01-28,
8160,1354454441383010305,radioelshinta,2021-01-27,
8162,1354348260027027458,radioelshinta,2021-01-27,
8163,1354281358625959936,radioelshinta,2021-01-27,
8166,1353984775980085249,radioelshinta,2021-01-26,@sbyfess
8167,1353588401795067904,radioelshinta,2021-01-25,@sbyfess
8170,1353530683428200448,radioelshinta,2021-01-25,
8173,1353313503071793155,radioelshinta,2021-01-24,
8174,1353295214719320064,radioelshinta,2021-01-24,@sbyfess
8175,1353281443984678912,radioelshinta,2021-01-24,@sbyfess
8176,1353266249749254144,radioelshinta,2021-01-24,@sbyfess
8177,1353213372347518976,radioelshinta,2021-01-24,@meipri
8179,1353015967991828480,radioelshinta,2021-01-23,
8180,1352932700848492545,radioelshinta,2021-01-23,@sbyfess
8193,1351896009274650632,radioelshinta,2021-01-20,@edorusia
8204,1350809748526952449,radioelshinta,2021-01-17,@EdwarFeggy
8218,1349892373568913408,radioelshinta,2021-01-15,@muhamma50067457
8221,1349703619453456384,radioelshinta,2021-01-14,@AmarulYusron
8226,1349629826315894785,radioelshinta,2021-01-14,@nuytarigan
8297,1346776563358994433,radioelshinta,2021-01-06,
8300,1346724451056979969,radioelshinta,2021-01-06,
8302,1346702276128169984,radioelshinta,2021-01-06,
8305,1346631425185890304,radioelshinta,2021-01-06,
8306,1346624475270266880,radioelshinta,2021-01-06,
8307,1346621506172846080,radioelshinta,2021-01-06,
8309,1346536008418951168,radioelshinta,2021-01-06,
8311,1346374992133410817,radioelshinta,2021-01-05,
8312,1346326537096708096,radioelshinta,2021-01-05,
8313,1346312654650974208,radioelshinta,2021-01-05,
8315,1346250130471620610,radioelshinta,2021-01-05,
8318,1346022567396556800,radioelshinta,2021-01-04,
8319,1345957076556603393,radioelshinta,2021-01-04,
8322,1345918259095248897,radioelshinta,2021-01-04,
8326,1345669237327630336,radioelshinta,2021-01-03,
8327,1345271445459324930,radioelshinta,2021-01-02,
8331,1344922775836786692,radioelshinta,2021-01-01,
8332,1344914426747441158,radioelshinta,2021-01-01,@sbyfess
8333,1344817286335533056,radioelshinta,2021-01-01,@BeritaSUKOHARJO
8334,1344622905716445184,radioelshinta,2020-12-31,@sbyfess
8336,1344567608318672898,radioelshinta,2020-12-31,@sbyfess
8337,1344549327985754112,radioelshinta,2020-12-31,@sbyfess
8338,1344530243998994433,radioelshinta,2020-12-31,@sbyfess
8339,1344520677907263488,radioelshinta,2020-12-31,
8341,1344518848981078016,radioelshinta,2020-12-31,@sbyfess
8342,1344510750711169024,radioelshinta,2020-12-31,
8344,1344206073947848705,radioelshinta,2020-12-30,
8345,1344159065111285762,radioelshinta,2020-12-30,
8346,1343923573061107717,radioelshinta,2020-12-29,
8347,1343912624388333573,radioelshinta,2020-12-29,
8348,1343701706605953025,radioelshinta,2020-12-29,
8349,1343570114004729859,radioelshinta,2020-12-28,
8351,1343448090070589440,radioelshinta,2020-12-28,
8353,1343203107409338369,radioelshinta,2020-12-27,
8354,1343119246004404225,radioelshinta,2020-12-27,
8355,1343088653933760512,radioelshinta,2020-12-27,
8356,1342787575728152577,radioelshinta,2020-12-26,
8362,1340465770535370753,radioelshinta,2020-12-20,
8367,1339850956108787712,radioelshinta,2020-12-18,
8368,1339560635751751682,radioelshinta,2020-12-17,
8373,1339345032063537152,radioelshinta,2020-12-17,@fauziremon
8374,1339317179641053185,radioelshinta,2020-12-17,
8375,1339271813990211584,radioelshinta,2020-12-17,
8377,1339240529758842880,radioelshinta,2020-12-16,
8378,1339234950600564738,radioelshinta,2020-12-16,
8380,1339119883167002635,radioelshinta,2020-12-16,
8381,1338999961741000704,radioelshinta,2020-12-16,
8434,1335595170348208128,radioelshinta,2020-12-06,@wurimiraw
8504,1326243226450333698,radioelshinta,2020-11-11,
8511,1324700691927977985,radioelshinta,2020-11-06,
8514,1324156767333355520,radioelshinta,2020-11-05,
8519,1323433803386216451,radioelshinta,2020-11-03,
8522,1323401070417043456,radioelshinta,2020-11-03,
8525,1323069828739989504,radioelshinta,2020-11-02,
8530,1321790110656995328,radioelshinta,2020-10-29,
8532,1321226640622407680,radioelshinta,2020-10-28,
8535,1320783446424211457,radioelshinta,2020-10-27,
8539,1320669504087552004,radioelshinta,2020-10-26,
8541,1320289385825234944,radioelshinta,2020-10-25,
8542,1320280656148983808,radioelshinta,2020-10-25,
8543,1319983073170132992,radioelshinta,2020-10-24,
8544,1319842482088099845,radioelshinta,2020-10-24,
8554,1319297854553243649,radioelshinta,2020-10-22,@brownsgrboba
8556,1319213178979405825,radioelshinta,2020-10-22,@brownsgrboba
8557,1319099598116274176,radioelshinta,2020-10-22,@brownsgrboba
8558,1319099553191096320,radioelshinta,2020-10-22,@brownsgrboba
8560,1319081033757872132,radioelshinta,2020-10-22,@brownsgrboba
8562,1319050834332798976,radioelshinta,2020-10-22,@sbyfess
8563,1319033034029498368,radioelshinta,2020-10-22,@sbyfess
8569,1318707320440881153,radioelshinta,2020-10-21,
8570,1318623318002462720,radioelshinta,2020-10-21,
8572,1318548615753859072,radioelshinta,2020-10-20,
8573,1318528436051214339,radioelshinta,2020-10-20,
8574,1318518576718950400,radioelshinta,2020-10-20,
8575,1318515754296201216,radioelshinta,2020-10-20,
8576,1318497408108564483,radioelshinta,2020-10-20,
8577,1318368877227593728,radioelshinta,2020-10-20,
8580,1318146540586766336,radioelshinta,2020-10-19,
8581,1318124293901840385,radioelshinta,2020-10-19,
8583,1318081426173014016,radioelshinta,2020-10-19,
8585,1318071423412285440,radioelshinta,2020-10-19,
8586,1318045826267033600,radioelshinta,2020-10-19,
8587,1318040426335653888,radioelshinta,2020-10-19,
8588,1317834865547517952,radioelshinta,2020-10-18,
8589,1317758396607520769,radioelshinta,2020-10-18,
8710,1298657708447432705,radioelshinta,2020-08-26,
8714,1298453035216072704,radioelshinta,2020-08-26,
8715,1298444285914705922,radioelshinta,2020-08-26,
8718,1298092674445008897,radioelshinta,2020-08-25,
8719,1298070075455356928,radioelshinta,2020-08-25,
8720,1297861023269941249,radioelshinta,2020-08-24,
8722,1297806496990814209,radioelshinta,2020-08-24,
8723,1297806165158457350,radioelshinta,2020-08-24,
8727,1297792821215129600,radioelshinta,2020-08-24,
8729,1297423877006491650,radioelshinta,2020-08-23,
8731,1297079811181916160,radioelshinta,2020-08-22,
8733,1296897538599968769,radioelshinta,2020-08-22,
8735,1296471792614289414,radioelshinta,2020-08-20,
8740,1295794863615557632,radioelshinta,2020-08-19,
8741,1295714849478053889,radioelshinta,2020-08-18,
8743,1294742881001906176,radioelshinta,2020-08-16,
8744,1294661529489436672,radioelshinta,2020-08-15,
8746,1294597257178656769,radioelshinta,2020-08-15,
8748,1294539377368997888,radioelshinta,2020-08-15,
8752,1294079184428347393,radioelshinta,2020-08-14,@sofeff
8753,1293720969257787396,radioelshinta,2020-08-13,
8754,1293705100121108481,radioelshinta,2020-08-13,
8755,1293645719568441346,radioelshinta,2020-08-13,
8756,1293597016161832962,radioelshinta,2020-08-13,
8757,1293473500129239040,radioelshinta,2020-08-12,
8758,1293469681949450241,radioelshinta,2020-08-12,
8760,1293300280226766848,radioelshinta,2020-08-12,
8761,1293284943473152000,radioelshinta,2020-08-12,
8763,1293249551759892481,radioelshinta,2020-08-12,
8764,1293242891913932800,radioelshinta,2020-08-12,
8765,1293236409831051264,radioelshinta,2020-08-12,
8767,1293219530257252352,radioelshinta,2020-08-11,
8770,1293063970270539777,radioelshinta,2020-08-11,
8771,1293053823456403463,radioelshinta,2020-08-11,
8772,1293002379583877121,radioelshinta,2020-08-11,
8773,1293002202542272512,radioelshinta,2020-08-11,
8775,1293001808818786304,radioelshinta,2020-08-11,
8776,1292961166319210497,radioelshinta,2020-08-11,
8777,1292892041165205504,radioelshinta,2020-08-11,
8784,1291678668234743809,radioelshinta,2020-08-07,
8788,1291534816739909632,radioelshinta,2020-08-07,
8789,1291488599020408832,radioelshinta,2020-08-07,
8810,1378502235013832707,radioelshinta,2021-04-04,
8811,1377540484906713095,radioelshinta,2021-04-01,
8813,1377479187099910149,radioelshinta,2021-04-01,
8815,1376907472477167616,radioelshinta,2021-03-30,
8817,1376757679964647426,radioelshinta,2021-03-30,
8818,1376702854006771713,radioelshinta,2021-03-30,
8819,1376680060380270594,radioelshinta,2021-03-30,
8820,1376613881326407680,radioelshinta,2021-03-30,
8824,1375987719587827713,radioelshinta,2021-03-28,
8825,1375325818990198788,radioelshinta,2021-03-26,
8826,1375277072394899458,radioelshinta,2021-03-26,
8827,1375276905369235458,radioelshinta,2021-03-26,
8828,1375161813654904835,radioelshinta,2021-03-26,
8829,1375095030973489155,radioelshinta,2021-03-25,
8831,1374993644449529860,radioelshinta,2021-03-25,
8833,1374789359266795525,radioelshinta,2021-03-25,
8836,1374556584668372997,radioelshinta,2021-03-24,
8837,1374028119552630790,radioelshinta,2021-03-22,
8842,1373574055824084993,radioelshinta,2021-03-21,
8844,1373443372984070147,radioelshinta,2021-03-21,
8845,1373201590794944512,radioelshinta,2021-03-20,
8846,1373177854188396546,radioelshinta,2021-03-20,
8847,1373176252463419394,radioelshinta,2021-03-20,
8848,1373093903675531264,radioelshinta,2021-03-20,
8850,1373087350935359490,radioelshinta,2021-03-20,
8853,1372881425100275717,radioelshinta,2021-03-19,
8856,1372036601715462147,radioelshinta,2021-03-17,
8857,1371987681161318401,radioelshinta,2021-03-17,
8976,1361724521711996931,radioelshinta,2021-02-17,@sbyfess
8979,1361434611260170241,radioelshinta,2021-02-16,
8982,1360973122942300161,radioelshinta,2021-02-14,
8983,1360805307304144896,radioelshinta,2021-02-14,
8984,1360794580048744450,radioelshinta,2021-02-14,
8987,1360758938241691648,radioelshinta,2021-02-14,
8988,1360743762784178179,radioelshinta,2021-02-14,@sbyfess
8989,1360662523905626114,radioelshinta,2021-02-14,
8992,1360413609805766656,radioelshinta,2021-02-13,
8993,1360413549193928704,radioelshinta,2021-02-13,
8994,1360413479799148546,radioelshinta,2021-02-13,
8995,1360413349633134594,radioelshinta,2021-02-13,
8996,1360402580027842560,radioelshinta,2021-02-13,@sbyfess
8998,1359959139754119169,radioelshinta,2021-02-12,@rizalkangitu
8999,1359793074642120704,radioelshinta,2021-02-11,
9000,1359722949725491203,radioelshinta,2021-02-11,@MarieBerubah
9001,1359578883905835012,radioelshinta,2021-02-11,
9002,1359526790289448963,radioelshinta,2021-02-10,
9004,1359329167439921153,radioelshinta,2021-02-10,
9005,1358470436867088384,radioelshinta,2021-02-08,
9007,1358342948551753730,radioelshinta,2021-02-07,
9009,1357744277070123008,radioelshinta,2021-02-06,
9010,1357131518188027905,radioelshinta,2021-02-04,
9011,1357003008278556673,radioelshinta,2021-02-03,@sbyfess
9012,1356740818103529472,radioelshinta,2021-02-03,
9013,1356453994617397253,radioelshinta,2021-02-02,
9015,1356206084130672643,radioelshinta,2021-02-01,@sbyfess
9017,1356107168601100296,radioelshinta,2021-02-01,@codingfess
9022,1356085267845705729,radioelshinta,2021-02-01,@sbyfess
9023,1355846832518090755,radioelshinta,2021-01-31,@Na_Aleeya
9025,1355703305247154176,radioelshinta,2021-01-31,@sbyfess
9026,1355599159911469066,radioelshinta,2021-01-31,@sbyfess
9027,1355583362824425475,radioelshinta,2021-01-31,@sbyfess
9029,1355348890350829574,radioelshinta,2021-01-30,@sbyfess
9031,1355079006677159947,radioelshinta,2021-01-29,@sbyfess
9032,1354992838518292482,radioelshinta,2021-01-29,@sbyfess
9034,1354974015958306824,radioelshinta,2021-01-29,
9035,1354911377375170561,radioelshinta,2021-01-29,@sbyfess
9036,1354759287201959936,radioelshinta,2021-01-28,
9039,1354621764098170891,radioelshinta,2021-01-28,@sbyfess
9041,1354454441383010305,radioelshinta,2021-01-27,@sbyfess
9043,1354348260027027458,radioelshinta,2021-01-27,
9044,1354281358625959936,radioelshinta,2021-01-27,
9047,1353984775980085249,radioelshinta,2021-01-26,@sbyfess
9048,1353588401795067904,radioelshinta,2021-01-25,@sbyfess
9051,1353530683428200448,radioelshinta,2021-01-25,
9054,1353313503071793155,radioelshinta,2021-01-24,
9055,1353295214719320064,radioelshinta,2021-01-24,@sbyfess
9056,1353281443984678912,radioelshinta,2021-01-24,@sbyfess
9057,1353266249749254144,radioelshinta,2021-01-24,@sbyfess
9058,1353213372347518976,radioelshinta,2021-01-24,
9060,1353015967991828480,radioelshinta,2021-01-23,
9061,1352932700848492545,radioelshinta,2021-01-23,@sbyfess
9074,1351896009274650632,radioelshinta,2021-01-20,@BagusRTNews
9085,1350809748526952449,radioelshinta,2021-01-17,@arer_inst
9099,1349892373568913408,radioelshinta,2021-01-15,@meawmommy
9102,1349703619453456384,radioelshinta,2021-01-14,@JandwikhaRahayu
9107,1349629826315894785,radioelshinta,2021-01-14,@ndulski
9178,1346776563358994433,radioelshinta,2021-01-06,@sbyfess
9181,1346724451056979969,radioelshinta,2021-01-06,@sbyfess
9183,1346702276128169984,radioelshinta,2021-01-06,
9186,1346631425185890304,radioelshinta,2021-01-06,@sbyfess
9187,1346624475270266880,radioelshinta,2021-01-06,@sbyfess
9188,1346621506172846080,radioelshinta,2021-01-06,
9190,1346536008418951168,radioelshinta,2021-01-06,
9192,1346374992133410817,radioelshinta,2021-01-05,
9193,1346326537096708096,radioelshinta,2021-01-05,@sbyfess
9194,1346312654650974208,radioelshinta,2021-01-05,@sbyfess
9196,1346250130471620610,radioelshinta,2021-01-05,@sbyfess
9199,1346022567396556800,radioelshinta,2021-01-04,@sbyfess
9200,1345957076556603393,radioelshinta,2021-01-04,
9203,1345918259095248897,radioelshinta,2021-01-04,
9207,1345669237327630336,radioelshinta,2021-01-03,@sbyfess
9208,1345271445459324930,radioelshinta,2021-01-02,@sbyfess
9212,1344922775836786692,radioelshinta,2021-01-01,
9213,1344914426747441158,radioelshinta,2021-01-01,@sbyfess
9214,1344817286335533056,radioelshinta,2021-01-01,@T14503NG
9215,1344622905716445184,radioelshinta,2020-12-31,@sbyfess
9217,1344567608318672898,radioelshinta,2020-12-31,@sbyfess
9218,1344549327985754112,radioelshinta,2020-12-31,@sbyfess
9219,1344530243998994433,radioelshinta,2020-12-31,@sbyfess
9220,1344520677907263488,radioelshinta,2020-12-31,
9222,1344518848981078016,radioelshinta,2020-12-31,@sbyfess
9223,1344510750711169024,radioelshinta,2020-12-31,@sbyfess
9225,1344206073947848705,radioelshinta,2020-12-30,
9226,1344159065111285762,radioelshinta,2020-12-30,
9227,1343923573061107717,radioelshinta,2020-12-29,
9228,1343912624388333573,radioelshinta,2020-12-29,
9229,1343701706605953025,radioelshinta,2020-12-29,@sbyfess
9230,1343570114004729859,radioelshinta,2020-12-28,
9232,1343448090070589440,radioelshinta,2020-12-28,@sbyfess
9234,1343203107409338369,radioelshinta,2020-12-27,@sbyfess
9235,1343119246004404225,radioelshinta,2020-12-27,@sbyfess
9236,1343088653933760512,radioelshinta,2020-12-27,
9237,1342787575728152577,radioelshinta,2020-12-26,
9243,1340465770535370753,radioelshinta,2020-12-20,@sbyfess
9248,1339850956108787712,radioelshinta,2020-12-18,@sbyfess
9249,1339560635751751682,radioelshinta,2020-12-17,@sbyfess
9254,1339345032063537152,radioelshinta,2020-12-17,@muhammad_zuhdan
9255,1339317179641053185,radioelshinta,2020-12-17,@sbyfess
9256,1339271813990211584,radioelshinta,2020-12-17,@sbyfess
9258,1339240529758842880,radioelshinta,2020-12-16,
9259,1339234950600564738,radioelshinta,2020-12-16,@sbyfess
9261,1339119883167002635,radioelshinta,2020-12-16,
9262,1338999961741000704,radioelshinta,2020-12-16,
9315,1335595170348208128,radioelshinta,2020-12-06,@aespa49260960
9385,1326243226450333698,radioelshinta,2020-11-11,
9392,1324700691927977985,radioelshinta,2020-11-06,
9395,1324156767333355520,radioelshinta,2020-11-05,
9400,1323433803386216451,radioelshinta,2020-11-03,@sbyfess
9403,1323401070417043456,radioelshinta,2020-11-03,
9406,1323069828739989504,radioelshinta,2020-11-02,@sbyfess
9411,1321790110656995328,radioelshinta,2020-10-29,@sbyfess
