,id,username,date,retweet
2167,1344622905716445184,radioelshinta,2020-12-31,
2169,1344567608318672898,radioelshinta,2020-12-31,
2170,1344549327985754112,radioelshinta,2020-12-31,
2171,1344530243998994433,radioelshinta,2020-12-31,
2172,1344520677907263488,radioelshinta,2020-12-31,@sofeff
2174,1344518848981078016,radioelshinta,2020-12-31,
2175,1344510750711169024,radioelshinta,2020-12-31,
2177,1344206073947848705,radioelshinta,2020-12-30,@FitRadioBandung
2178,1344159065111285762,radioelshinta,2020-12-30,
2179,1343923573061107717,radioelshinta,2020-12-29,@intanalyze
2180,1343912624388333573,radioelshinta,2020-12-29,@angelohanakin
2181,1343701706605953025,radioelshinta,2020-12-29,
2182,1343570114004729859,radioelshinta,2020-12-28,
2184,1343448090070589440,radioelshinta,2020-12-28,
2186,1343203107409338369,radioelshinta,2020-12-27,
2187,1343119246004404225,radioelshinta,2020-12-27,
2188,1343088653933760512,radioelshinta,2020-12-27,
2189,1342787575728152577,radioelshinta,2020-12-26,@FarhanF83325726
2195,1340465770535370753,radioelshinta,2020-12-20,
2200,1339850956108787712,radioelshinta,2020-12-18,
2201,1339560635751751682,radioelshinta,2020-12-17,
2206,1339345032063537152,radioelshinta,2020-12-17,@Mr_Combro_Bro
2207,1339317179641053185,radioelshinta,2020-12-17,
2208,1339271813990211584,radioelshinta,2020-12-17,
2210,1339240529758842880,radioelshinta,2020-12-16,
2211,1339234950600564738,radioelshinta,2020-12-16,
2213,1339119883167002635,radioelshinta,2020-12-16,@ArieIstiyono
2214,1338999961741000704,radioelshinta,2020-12-16,@ElshintaTegal_
2241,1337031270660939776,radioelshinta,2020-12-10,@kalkua1
2264,1335766366582784002,radioelshinta,2020-12-07,@ElshintaTegal_
2267,1335595170348208128,radioelshinta,2020-12-06,@Banggajtg
2269,1335468686639996928,radioelshinta,2020-12-06,@Teh__L
2272,1335070083249360906,radioelshinta,2020-12-05,@ElshintaTegal_
2278,1334124732698955779,radioelshinta,2020-12-02,@bobyidol
2337,1326243226450333698,radioelshinta,2020-11-11,
2344,1324700691927977985,radioelshinta,2020-11-06,
2347,1324156767333355520,radioelshinta,2020-11-05,
2352,1323433803386216451,radioelshinta,2020-11-03,
2355,1323401070417043456,radioelshinta,2020-11-03,
2358,1323069828739989504,radioelshinta,2020-11-02,
2363,1321790110656995328,radioelshinta,2020-10-29,
2365,1321226640622407680,radioelshinta,2020-10-28,
2368,1320783446424211457,radioelshinta,2020-10-27,
2372,1320669504087552004,radioelshinta,2020-10-26,
2374,1320289385825234944,radioelshinta,2020-10-25,
2375,1320280656148983808,radioelshinta,2020-10-25,
2376,1319983073170132992,radioelshinta,2020-10-24,
2377,1319842482088099845,radioelshinta,2020-10-24,
2387,1319297854553243649,radioelshinta,2020-10-22,
2389,1319213178979405825,radioelshinta,2020-10-22,
2390,1319099598116274176,radioelshinta,2020-10-22,
2391,1319099553191096320,radioelshinta,2020-10-22,
2393,1319081033757872132,radioelshinta,2020-10-22,
2395,1319050834332798976,radioelshinta,2020-10-22,@ElshintaTegal_
2396,1319033034029498368,radioelshinta,2020-10-22,
2402,1318707320440881153,radioelshinta,2020-10-21,
2403,1318623318002462720,radioelshinta,2020-10-21,
2405,1318548615753859072,radioelshinta,2020-10-20,
2406,1318528436051214339,radioelshinta,2020-10-20,
2407,1318518576718950400,radioelshinta,2020-10-20,
2408,1318515754296201216,radioelshinta,2020-10-20,
2409,1318497408108564483,radioelshinta,2020-10-20,
2410,1318368877227593728,radioelshinta,2020-10-20,
2413,1318146540586766336,radioelshinta,2020-10-19,
2414,1318124293901840385,radioelshinta,2020-10-19,
2416,1318081426173014016,radioelshinta,2020-10-19,@bagaas_hermawan
2418,1318071423412285440,radioelshinta,2020-10-19,
2419,1318045826267033600,radioelshinta,2020-10-19,
2420,1318040426335653888,radioelshinta,2020-10-19,
2421,1317834865547517952,radioelshinta,2020-10-18,
2422,1317758396607520769,radioelshinta,2020-10-18,@AEPishere
2432,1316611007368712194,radioelshinta,2020-10-15,@Christina_Cis
2436,1315987728463351808,radioelshinta,2020-10-13,@YoyokSubandriy3
2440,1315675844753289217,radioelshinta,2020-10-12,@WargaJurnal
2442,1315643104708288522,radioelshinta,2020-10-12,@Cellopngmn
2445,1315624841303584768,radioelshinta,2020-10-12,@GuineeTags
2449,1315226974390894594,radioelshinta,2020-10-11,@BagusRTNews
2460,1311452720629334016,radioelshinta,2020-10-01,@Rey28649173
2469,1307603928356331520,radioelshinta,2020-09-20,@bagaas_hermawan
2476,1305659946629963776,radioelshinta,2020-09-15,@supardjo_parjo
2490,1303617870547484674,radioelshinta,2020-09-09,@ElshintaTegal_
2497,1302214157735878656,radioelshinta,2020-09-05,@BeritaSUKOHARJO
2543,1298657708447432705,radioelshinta,2020-08-26,
2547,1298453035216072704,radioelshinta,2020-08-26,
2548,1298444285914705922,radioelshinta,2020-08-26,
2551,1298092674445008897,radioelshinta,2020-08-25,
2552,1298070075455356928,radioelshinta,2020-08-25,
2553,1297861023269941249,radioelshinta,2020-08-24,
2555,1297806496990814209,radioelshinta,2020-08-24,
2556,1297806165158457350,radioelshinta,2020-08-24,
2560,1297792821215129600,radioelshinta,2020-08-24,
2562,1297423877006491650,radioelshinta,2020-08-23,@AndyJuliyanto22
2564,1297079811181916160,radioelshinta,2020-08-22,
2566,1296897538599968769,radioelshinta,2020-08-22,
2568,1296471792614289414,radioelshinta,2020-08-20,
2573,1295794863615557632,radioelshinta,2020-08-19,
2574,1295714849478053889,radioelshinta,2020-08-18,
2576,1294742881001906176,radioelshinta,2020-08-16,@rainy_rainyta08
2577,1294661529489436672,radioelshinta,2020-08-15,@ElshintaTegal_
2579,1294597257178656769,radioelshinta,2020-08-15,
2581,1294539377368997888,radioelshinta,2020-08-15,@ElshintaTegal_
2585,1294079184428347393,radioelshinta,2020-08-14,@akunsudi
2586,1293720969257787396,radioelshinta,2020-08-13,@ElshintaTegal_
2587,1293705100121108481,radioelshinta,2020-08-13,
2588,1293645719568441346,radioelshinta,2020-08-13,@FajarThama
2589,1293597016161832962,radioelshinta,2020-08-13,
2590,1293473500129239040,radioelshinta,2020-08-12,
2591,1293469681949450241,radioelshinta,2020-08-12,
2593,1293300280226766848,radioelshinta,2020-08-12,
2594,1293284943473152000,radioelshinta,2020-08-12,
2596,1293249551759892481,radioelshinta,2020-08-12,
2597,1293242891913932800,radioelshinta,2020-08-12,
2598,1293236409831051264,radioelshinta,2020-08-12,
2600,1293219530257252352,radioelshinta,2020-08-11,
2603,1293063970270539777,radioelshinta,2020-08-11,
2604,1293053823456403463,radioelshinta,2020-08-11,
2605,1293002379583877121,radioelshinta,2020-08-11,@DonaKenn
2606,1293002202542272512,radioelshinta,2020-08-11,
2608,1293001808818786304,radioelshinta,2020-08-11,@arisaijaz
2609,1292961166319210497,radioelshinta,2020-08-11,@ranziz_
2610,1292892041165205504,radioelshinta,2020-08-11,@FajarThama
2617,1291678668234743809,radioelshinta,2020-08-07,
2621,1291534816739909632,radioelshinta,2020-08-07,
2622,1291488599020408832,radioelshinta,2020-08-07,
2643,1378502235013832707,radioelshinta,2021-04-04,
2644,1377540484906713095,radioelshinta,2021-04-01,
2646,1377479187099910149,radioelshinta,2021-04-01,
2648,1376907472477167616,radioelshinta,2021-03-30,
2650,1376757679964647426,radioelshinta,2021-03-30,
2651,1376702854006771713,radioelshinta,2021-03-30,
2652,1376680060380270594,radioelshinta,2021-03-30,
2653,1376613881326407680,radioelshinta,2021-03-30,
2657,1375987719587827713,radioelshinta,2021-03-28,
2658,1375325818990198788,radioelshinta,2021-03-26,
2659,1375277072394899458,radioelshinta,2021-03-26,
2660,1375276905369235458,radioelshinta,2021-03-26,
2661,1375161813654904835,radioelshinta,2021-03-26,
2662,1375095030973489155,radioelshinta,2021-03-25,
2664,1374993644449529860,radioelshinta,2021-03-25,
2666,1374789359266795525,radioelshinta,2021-03-25,
2669,1374556584668372997,radioelshinta,2021-03-24,
2670,1374028119552630790,radioelshinta,2021-03-22,
2675,1373574055824084993,radioelshinta,2021-03-21,
2677,1373443372984070147,radioelshinta,2021-03-21,
2678,1373201590794944512,radioelshinta,2021-03-20,
2679,1373177854188396546,radioelshinta,2021-03-20,
2680,1373176252463419394,radioelshinta,2021-03-20,@Dedeh75138272
2681,1373093903675531264,radioelshinta,2021-03-20,
2683,1373087350935359490,radioelshinta,2021-03-20,
2686,1372881425100275717,radioelshinta,2021-03-19,@AndiDarmawan80
2689,1372036601715462147,radioelshinta,2021-03-17,
2690,1371987681161318401,radioelshinta,2021-03-17,
2693,1371828445559156738,radioelshinta,2021-03-16,@resjarif17
2723,1369078870003961859,radioelshinta,2021-03-09,@mimiweeka
2736,1368208176676368388,radioelshinta,2021-03-06,@ElshintaTegal_
2745,1366723768459042817,radioelshinta,2021-03-02,@AnakBabeGw
2749,1366534802992603141,radioelshinta,2021-03-02,@niamsudrun75
2750,1366529603238383622,radioelshinta,2021-03-02,@liranti
2753,1366322726793662465,radioelshinta,2021-03-01,@ElshintaTegal_
2809,1361724521711996931,radioelshinta,2021-02-17,
2812,1361434611260170241,radioelshinta,2021-02-16,@fardi_hamdan
2815,1360973122942300161,radioelshinta,2021-02-14,
2816,1360805307304144896,radioelshinta,2021-02-14,
2817,1360794580048744450,radioelshinta,2021-02-14,
2820,1360758938241691648,radioelshinta,2021-02-14,
2821,1360743762784178179,radioelshinta,2021-02-14,@dasaagustus88
2822,1360662523905626114,radioelshinta,2021-02-14,@Arif_Bijksn
2825,1360413609805766656,radioelshinta,2021-02-13,
2826,1360413549193928704,radioelshinta,2021-02-13,
2827,1360413479799148546,radioelshinta,2021-02-13,
2828,1360413349633134594,radioelshinta,2021-02-13,
2829,1360402580027842560,radioelshinta,2021-02-13,
2831,1359959139754119169,radioelshinta,2021-02-12,@garrettpopkorn
2832,1359793074642120704,radioelshinta,2021-02-11,
2833,1359722949725491203,radioelshinta,2021-02-11,@eelezha
2834,1359578883905835012,radioelshinta,2021-02-11,
2835,1359526790289448963,radioelshinta,2021-02-10,@kopibubukhitam
2837,1359329167439921153,radioelshinta,2021-02-10,
2838,1358470436867088384,radioelshinta,2021-02-08,
2840,1358342948551753730,radioelshinta,2021-02-07,
2842,1357744277070123008,radioelshinta,2021-02-06,@youliyoud
2843,1357131518188027905,radioelshinta,2021-02-04,
2844,1357003008278556673,radioelshinta,2021-02-03,
2845,1356740818103529472,radioelshinta,2021-02-03,@ade_shakti
2846,1356453994617397253,radioelshinta,2021-02-02,@Sjteddy1
2848,1356206084130672643,radioelshinta,2021-02-01,
2850,1356107168601100296,radioelshinta,2021-02-01,
2855,1356085267845705729,radioelshinta,2021-02-01,
2856,1355846832518090755,radioelshinta,2021-01-31,@SweetBlackpool
2858,1355703305247154176,radioelshinta,2021-01-31,
2859,1355599159911469066,radioelshinta,2021-01-31,
2860,1355583362824425475,radioelshinta,2021-01-31,
2862,1355348890350829574,radioelshinta,2021-01-30,
2864,1355079006677159947,radioelshinta,2021-01-29,
2865,1354992838518292482,radioelshinta,2021-01-29,
2867,1354974015958306824,radioelshinta,2021-01-29,
2868,1354911377375170561,radioelshinta,2021-01-29,
2869,1354759287201959936,radioelshinta,2021-01-28,@DedeATR
2872,1354621764098170891,radioelshinta,2021-01-28,
2874,1354454441383010305,radioelshinta,2021-01-27,
2876,1354348260027027458,radioelshinta,2021-01-27,
2877,1354281358625959936,radioelshinta,2021-01-27,@alambaskoroke4
2880,1353984775980085249,radioelshinta,2021-01-26,
2881,1353588401795067904,radioelshinta,2021-01-25,
2884,1353530683428200448,radioelshinta,2021-01-25,@bpbd_grobogan
2887,1353313503071793155,radioelshinta,2021-01-24,@heryantiayu
2888,1353295214719320064,radioelshinta,2021-01-24,
2889,1353281443984678912,radioelshinta,2021-01-24,
2890,1353266249749254144,radioelshinta,2021-01-24,
2891,1353213372347518976,radioelshinta,2021-01-24,@faridariadno
2893,1353015967991828480,radioelshinta,2021-01-23,
2894,1352932700848492545,radioelshinta,2021-01-23,
2895,1352902065127710720,radioelshinta,2021-01-23,@mydopamin
2900,1352469621870260224,radioelshinta,2021-01-22,@baqeq00k
2907,1351896009274650632,radioelshinta,2021-01-20,@deaboy1
2910,1351730505603977216,radioelshinta,2021-01-20,@SedotWcOnlineID
2911,1351706351362166787,radioelshinta,2021-01-20,@IRULJANGKRIK
2917,1350937499204521996,radioelshinta,2021-01-18,@n4dini
2918,1350809748526952449,radioelshinta,2021-01-17,@intanalyze
2932,1349892373568913408,radioelshinta,2021-01-15,@henry_ogi
2935,1349703619453456384,radioelshinta,2021-01-14,@RECOVERADIO
2940,1349629826315894785,radioelshinta,2021-01-14,@FitRadioBandung
2962,1349180901448577026,radioelshinta,2021-01-13,@dubie_tina
2963,1349168561160245250,radioelshinta,2021-01-13,@julerocks
3011,1346776563358994433,radioelshinta,2021-01-06,
3014,1346724451056979969,radioelshinta,2021-01-06,
3016,1346702276128169984,radioelshinta,2021-01-06,
3019,1346631425185890304,radioelshinta,2021-01-06,
3020,1346624475270266880,radioelshinta,2021-01-06,
3021,1346621506172846080,radioelshinta,2021-01-06,@KemotThe
3023,1346536008418951168,radioelshinta,2021-01-06,@percayaNgl
3025,1346374992133410817,radioelshinta,2021-01-05,@RioNi27788964
3026,1346326537096708096,radioelshinta,2021-01-05,
3027,1346312654650974208,radioelshinta,2021-01-05,
3029,1346250130471620610,radioelshinta,2021-01-05,
3032,1346022567396556800,radioelshinta,2021-01-04,
3033,1345957076556603393,radioelshinta,2021-01-04,@AnakBabeGw
3036,1345918259095248897,radioelshinta,2021-01-04,
3040,1345669237327630336,radioelshinta,2021-01-03,
3041,1345271445459324930,radioelshinta,2021-01-02,
3045,1344922775836786692,radioelshinta,2021-01-01,@UsmanHamid86
3046,1344914426747441158,radioelshinta,2021-01-01,
3047,1344817286335533056,radioelshinta,2021-01-01,@NurHarjanti
3048,1344622905716445184,radioelshinta,2020-12-31,
3050,1344567608318672898,radioelshinta,2020-12-31,
3051,1344549327985754112,radioelshinta,2020-12-31,
3052,1344530243998994433,radioelshinta,2020-12-31,
3053,1344520677907263488,radioelshinta,2020-12-31,
3055,1344518848981078016,radioelshinta,2020-12-31,
3056,1344510750711169024,radioelshinta,2020-12-31,
3058,1344206073947848705,radioelshinta,2020-12-30,
3059,1344159065111285762,radioelshinta,2020-12-30,
3060,1343923573061107717,radioelshinta,2020-12-29,
3061,1343912624388333573,radioelshinta,2020-12-29,@julerocks
3062,1343701706605953025,radioelshinta,2020-12-29,
3063,1343570114004729859,radioelshinta,2020-12-28,
3065,1343448090070589440,radioelshinta,2020-12-28,
3067,1343203107409338369,radioelshinta,2020-12-27,
3068,1343119246004404225,radioelshinta,2020-12-27,
3069,1343088653933760512,radioelshinta,2020-12-27,
3070,1342787575728152577,radioelshinta,2020-12-26,@mbokrewel
3076,1340465770535370753,radioelshinta,2020-12-20,
3081,1339850956108787712,radioelshinta,2020-12-18,
3082,1339560635751751682,radioelshinta,2020-12-17,
3087,1339345032063537152,radioelshinta,2020-12-17,@AnakBabeGw
3088,1339317179641053185,radioelshinta,2020-12-17,
3089,1339271813990211584,radioelshinta,2020-12-17,
3091,1339240529758842880,radioelshinta,2020-12-16,
3092,1339234950600564738,radioelshinta,2020-12-16,
3094,1339119883167002635,radioelshinta,2020-12-16,
3095,1338999961741000704,radioelshinta,2020-12-16,
3122,1337031270660939776,radioelshinta,2020-12-10,@AgusSup39011241
3145,1335766366582784002,radioelshinta,2020-12-07,@ogopagang
3148,1335595170348208128,radioelshinta,2020-12-06,@dsputraa2nd
3153,1335070083249360906,radioelshinta,2020-12-05,@FarhanF83325726
3218,1326243226450333698,radioelshinta,2020-11-11,
3225,1324700691927977985,radioelshinta,2020-11-06,
3228,1324156767333355520,radioelshinta,2020-11-05,
3233,1323433803386216451,radioelshinta,2020-11-03,
3236,1323401070417043456,radioelshinta,2020-11-03,
3239,1323069828739989504,radioelshinta,2020-11-02,
3244,1321790110656995328,radioelshinta,2020-10-29,
3246,1321226640622407680,radioelshinta,2020-10-28,
3249,1320783446424211457,radioelshinta,2020-10-27,
3253,1320669504087552004,radioelshinta,2020-10-26,
3255,1320289385825234944,radioelshinta,2020-10-25,
3256,1320280656148983808,radioelshinta,2020-10-25,
3257,1319983073170132992,radioelshinta,2020-10-24,
3258,1319842482088099845,radioelshinta,2020-10-24,
3268,1319297854553243649,radioelshinta,2020-10-22,
3270,1319213178979405825,radioelshinta,2020-10-22,
3271,1319099598116274176,radioelshinta,2020-10-22,
3272,1319099553191096320,radioelshinta,2020-10-22,
3274,1319081033757872132,radioelshinta,2020-10-22,
3276,1319050834332798976,radioelshinta,2020-10-22,
3277,1319033034029498368,radioelshinta,2020-10-22,
3283,1318707320440881153,radioelshinta,2020-10-21,
3284,1318623318002462720,radioelshinta,2020-10-21,
3286,1318548615753859072,radioelshinta,2020-10-20,
3287,1318528436051214339,radioelshinta,2020-10-20,
3288,1318518576718950400,radioelshinta,2020-10-20,
3289,1318515754296201216,radioelshinta,2020-10-20,
3290,1318497408108564483,radioelshinta,2020-10-20,
3291,1318368877227593728,radioelshinta,2020-10-20,
3294,1318146540586766336,radioelshinta,2020-10-19,
3295,1318124293901840385,radioelshinta,2020-10-19,
3297,1318081426173014016,radioelshinta,2020-10-19,
3299,1318071423412285440,radioelshinta,2020-10-19,
3300,1318045826267033600,radioelshinta,2020-10-19,
3301,1318040426335653888,radioelshinta,2020-10-19,
3302,1317834865547517952,radioelshinta,2020-10-18,
3303,1317758396607520769,radioelshinta,2020-10-18,@C4ngkirKopi
3313,1316611007368712194,radioelshinta,2020-10-15,@nonikdona
3317,1315987728463351808,radioelshinta,2020-10-13,@vonnycornellya_
3321,1315675844753289217,radioelshinta,2020-10-12,@weddie_s
3323,1315643104708288522,radioelshinta,2020-10-12,@SusiloTriagung
3341,1311452720629334016,radioelshinta,2020-10-01,@intanalyze
3350,1307603928356331520,radioelshinta,2020-09-20,@Dendrajat99
3357,1305659946629963776,radioelshinta,2020-09-15,@Toshi061186
3424,1298657708447432705,radioelshinta,2020-08-26,
3428,1298453035216072704,radioelshinta,2020-08-26,
3429,1298444285914705922,radioelshinta,2020-08-26,
3432,1298092674445008897,radioelshinta,2020-08-25,
3433,1298070075455356928,radioelshinta,2020-08-25,
3434,1297861023269941249,radioelshinta,2020-08-24,
3436,1297806496990814209,radioelshinta,2020-08-24,
3437,1297806165158457350,radioelshinta,2020-08-24,
3441,1297792821215129600,radioelshinta,2020-08-24,
3443,1297423877006491650,radioelshinta,2020-08-23,@Sjteddy1
3445,1297079811181916160,radioelshinta,2020-08-22,
3447,1296897538599968769,radioelshinta,2020-08-22,
3449,1296471792614289414,radioelshinta,2020-08-20,
3454,1295794863615557632,radioelshinta,2020-08-19,
3455,1295714849478053889,radioelshinta,2020-08-18,
3457,1294742881001906176,radioelshinta,2020-08-16,
3458,1294661529489436672,radioelshinta,2020-08-15,@Bintang49339265
3460,1294597257178656769,radioelshinta,2020-08-15,
3462,1294539377368997888,radioelshinta,2020-08-15,@PAKAIMASKERNYA
3466,1294079184428347393,radioelshinta,2020-08-14,@KikiNmaKecilku
3467,1293720969257787396,radioelshinta,2020-08-13,@KiDolang
3468,1293705100121108481,radioelshinta,2020-08-13,
3469,1293645719568441346,radioelshinta,2020-08-13,
3470,1293597016161832962,radioelshinta,2020-08-13,
3471,1293473500129239040,radioelshinta,2020-08-12,
3472,1293469681949450241,radioelshinta,2020-08-12,
3474,1293300280226766848,radioelshinta,2020-08-12,
3475,1293284943473152000,radioelshinta,2020-08-12,
3477,1293249551759892481,radioelshinta,2020-08-12,
3478,1293242891913932800,radioelshinta,2020-08-12,
3479,1293236409831051264,radioelshinta,2020-08-12,
3481,1293219530257252352,radioelshinta,2020-08-11,
3484,1293063970270539777,radioelshinta,2020-08-11,
3485,1293053823456403463,radioelshinta,2020-08-11,
3486,1293002379583877121,radioelshinta,2020-08-11,
3487,1293002202542272512,radioelshinta,2020-08-11,
3489,1293001808818786304,radioelshinta,2020-08-11,
3490,1292961166319210497,radioelshinta,2020-08-11,@badonci
3491,1292892041165205504,radioelshinta,2020-08-11,
3498,1291678668234743809,radioelshinta,2020-08-07,
3502,1291534816739909632,radioelshinta,2020-08-07,
3503,1291488599020408832,radioelshinta,2020-08-07,
3524,1378502235013832707,radioelshinta,2021-04-04,
3525,1377540484906713095,radioelshinta,2021-04-01,
3527,1377479187099910149,radioelshinta,2021-04-01,
3529,1376907472477167616,radioelshinta,2021-03-30,
3531,1376757679964647426,radioelshinta,2021-03-30,
3532,1376702854006771713,radioelshinta,2021-03-30,
3533,1376680060380270594,radioelshinta,2021-03-30,
3534,1376613881326407680,radioelshinta,2021-03-30,
3538,1375987719587827713,radioelshinta,2021-03-28,
3539,1375325818990198788,radioelshinta,2021-03-26,
3540,1375277072394899458,radioelshinta,2021-03-26,
3541,1375276905369235458,radioelshinta,2021-03-26,
3542,1375161813654904835,radioelshinta,2021-03-26,
3543,1375095030973489155,radioelshinta,2021-03-25,
3545,1374993644449529860,radioelshinta,2021-03-25,
3547,1374789359266795525,radioelshinta,2021-03-25,
3550,1374556584668372997,radioelshinta,2021-03-24,
3551,1374028119552630790,radioelshinta,2021-03-22,
3556,1373574055824084993,radioelshinta,2021-03-21,
3558,1373443372984070147,radioelshinta,2021-03-21,
3559,1373201590794944512,radioelshinta,2021-03-20,
3560,1373177854188396546,radioelshinta,2021-03-20,
3561,1373176252463419394,radioelshinta,2021-03-20,
3562,1373093903675531264,radioelshinta,2021-03-20,
3564,1373087350935359490,radioelshinta,2021-03-20,
3567,1372881425100275717,radioelshinta,2021-03-19,@InikahInikah11
3570,1372036601715462147,radioelshinta,2021-03-17,
3571,1371987681161318401,radioelshinta,2021-03-17,
3626,1366723768459042817,radioelshinta,2021-03-02,@percayaNgl
3630,1366534802992603141,radioelshinta,2021-03-02,@maherhilldi
3631,1366529603238383622,radioelshinta,2021-03-02,@justbob616
3690,1361724521711996931,radioelshinta,2021-02-17,
3693,1361434611260170241,radioelshinta,2021-02-16,@lizaariani5
3696,1360973122942300161,radioelshinta,2021-02-14,
3697,1360805307304144896,radioelshinta,2021-02-14,
3698,1360794580048744450,radioelshinta,2021-02-14,
3701,1360758938241691648,radioelshinta,2021-02-14,
3702,1360743762784178179,radioelshinta,2021-02-14,
3703,1360662523905626114,radioelshinta,2021-02-14,@SugavSumina
3706,1360413609805766656,radioelshinta,2021-02-13,
3707,1360413549193928704,radioelshinta,2021-02-13,
3708,1360413479799148546,radioelshinta,2021-02-13,
3709,1360413349633134594,radioelshinta,2021-02-13,
3710,1360402580027842560,radioelshinta,2021-02-13,
3712,1359959139754119169,radioelshinta,2021-02-12,@AnakBabeGw
3713,1359793074642120704,radioelshinta,2021-02-11,
3714,1359722949725491203,radioelshinta,2021-02-11,@supriadi_nana
3715,1359578883905835012,radioelshinta,2021-02-11,
3716,1359526790289448963,radioelshinta,2021-02-10,@sagitariusansos
3718,1359329167439921153,radioelshinta,2021-02-10,
3719,1358470436867088384,radioelshinta,2021-02-08,
3721,1358342948551753730,radioelshinta,2021-02-07,
3723,1357744277070123008,radioelshinta,2021-02-06,@donatttcoklattt
3724,1357131518188027905,radioelshinta,2021-02-04,
3725,1357003008278556673,radioelshinta,2021-02-03,
3726,1356740818103529472,radioelshinta,2021-02-03,@ibudari3R
3727,1356453994617397253,radioelshinta,2021-02-02,@iisjuliarnowo
3729,1356206084130672643,radioelshinta,2021-02-01,
3731,1356107168601100296,radioelshinta,2021-02-01,
3736,1356085267845705729,radioelshinta,2021-02-01,
3737,1355846832518090755,radioelshinta,2021-01-31,@ElshintaTegal_
3739,1355703305247154176,radioelshinta,2021-01-31,
3740,1355599159911469066,radioelshinta,2021-01-31,
3741,1355583362824425475,radioelshinta,2021-01-31,
3743,1355348890350829574,radioelshinta,2021-01-30,
3745,1355079006677159947,radioelshinta,2021-01-29,
3746,1354992838518292482,radioelshinta,2021-01-29,
3748,1354974015958306824,radioelshinta,2021-01-29,
3749,1354911377375170561,radioelshinta,2021-01-29,
3750,1354759287201959936,radioelshinta,2021-01-28,
3753,1354621764098170891,radioelshinta,2021-01-28,
3755,1354454441383010305,radioelshinta,2021-01-27,
3757,1354348260027027458,radioelshinta,2021-01-27,
3758,1354281358625959936,radioelshinta,2021-01-27,@EdwarFeggy
3761,1353984775980085249,radioelshinta,2021-01-26,
3762,1353588401795067904,radioelshinta,2021-01-25,
3765,1353530683428200448,radioelshinta,2021-01-25,@k035
3768,1353313503071793155,radioelshinta,2021-01-24,@darmalikSe
3769,1353295214719320064,radioelshinta,2021-01-24,
3770,1353281443984678912,radioelshinta,2021-01-24,
3771,1353266249749254144,radioelshinta,2021-01-24,
3772,1353213372347518976,radioelshinta,2021-01-24,@luc_dianawuri
3774,1353015967991828480,radioelshinta,2021-01-23,
3775,1352932700848492545,radioelshinta,2021-01-23,
3776,1352902065127710720,radioelshinta,2021-01-23,@ArsipMedia
3788,1351896009274650632,radioelshinta,2021-01-20,@IsmaeAja
3798,1350937499204521996,radioelshinta,2021-01-18,@FalNdaru
3799,1350809748526952449,radioelshinta,2021-01-17,@syafrudin76
3813,1349892373568913408,radioelshinta,2021-01-15,@ardi54380721
3816,1349703619453456384,radioelshinta,2021-01-14,@bagaskorosudiro
3821,1349629826315894785,radioelshinta,2021-01-14,@LianaGaol
3843,1349180901448577026,radioelshinta,2021-01-13,@zaizaku
3844,1349168561160245250,radioelshinta,2021-01-13,@ElshintaDotcom
3892,1346776563358994433,radioelshinta,2021-01-06,
3895,1346724451056979969,radioelshinta,2021-01-06,
3897,1346702276128169984,radioelshinta,2021-01-06,
3900,1346631425185890304,radioelshinta,2021-01-06,
3901,1346624475270266880,radioelshinta,2021-01-06,
3902,1346621506172846080,radioelshinta,2021-01-06,
3904,1346536008418951168,radioelshinta,2021-01-06,@dyasdarcy
3906,1346374992133410817,radioelshinta,2021-01-05,@IlfanIlyas
3907,1346326537096708096,radioelshinta,2021-01-05,
3908,1346312654650974208,radioelshinta,2021-01-05,
3910,1346250130471620610,radioelshinta,2021-01-05,
3913,1346022567396556800,radioelshinta,2021-01-04,
3914,1345957076556603393,radioelshinta,2021-01-04,
3917,1345918259095248897,radioelshinta,2021-01-04,
3921,1345669237327630336,radioelshinta,2021-01-03,
3922,1345271445459324930,radioelshinta,2021-01-02,
3926,1344922775836786692,radioelshinta,2021-01-01,@BenediktusNugro
3927,1344914426747441158,radioelshinta,2021-01-01,
3928,1344817286335533056,radioelshinta,2021-01-01,@renovachoandy
3929,1344622905716445184,radioelshinta,2020-12-31,
3931,1344567608318672898,radioelshinta,2020-12-31,
3932,1344549327985754112,radioelshinta,2020-12-31,
3933,1344530243998994433,radioelshinta,2020-12-31,
3934,1344520677907263488,radioelshinta,2020-12-31,
3936,1344518848981078016,radioelshinta,2020-12-31,
3937,1344510750711169024,radioelshinta,2020-12-31,
3939,1344206073947848705,radioelshinta,2020-12-30,
3940,1344159065111285762,radioelshinta,2020-12-30,
3941,1343923573061107717,radioelshinta,2020-12-29,
3942,1343912624388333573,radioelshinta,2020-12-29,@anantanurizki
3943,1343701706605953025,radioelshinta,2020-12-29,
3944,1343570114004729859,radioelshinta,2020-12-28,
3946,1343448090070589440,radioelshinta,2020-12-28,
3948,1343203107409338369,radioelshinta,2020-12-27,
3949,1343119246004404225,radioelshinta,2020-12-27,
3950,1343088653933760512,radioelshinta,2020-12-27,
3951,1342787575728152577,radioelshinta,2020-12-26,@Sjteddy1
3957,1340465770535370753,radioelshinta,2020-12-20,
3962,1339850956108787712,radioelshinta,2020-12-18,
3963,1339560635751751682,radioelshinta,2020-12-17,
3968,1339345032063537152,radioelshinta,2020-12-17,@bangwin007
3969,1339317179641053185,radioelshinta,2020-12-17,
